Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10
-0.02086931879152766,0.006343745964646953,0.007835518767143489,-0.0064754823945394925,0.010285615429382607,-0.02514644948639315,0.002616440571325964,-0.01109981446490958,-0.00520979366878882,0.00362587990567352
-0.01507577878844171,-0.01107598634009487,0.0018308414872456806,-0.009993847786588976,0.005962574791328501,-0.022896208345454534,-0.0004715156773274014,0.012618793406965352,-0.03957897201052177,-0.008908917290843582
0.006912913023373034,-0.005247430145803911,-1.1700748243881767e-05,-0.008077468097991211,-0.0008011193752399138,-0.004442946954363525,0.007113851312080505,0.0006919036052759512,0.0023100449766837975,-0.004271099573988506
-0.009795755592493417,-0.011432138164438495,-0.0039237809477580265,-0.008365140296739964,-0.0005089399546884085,0.030870633937583568,0.0022487896717830825,-0.009864462330515732,0.01141319023315242,-0.006702354930912507
-0.019003619558371942,0.02055734592081607,0.007521254604476963,0.009844681000951493,0.013009795524831303,0.04094761119318918,0.017633856308791933,0.016642272080919528,0.02911996742936926,0.002442695024197425
0.00352004612019776,0.005749179084871086,-0.013659392316442937,0.012247505192207601,0.004078532813858213,-0.006897393709713016,0.0050738416197290085,0.02917664806688079,0.0027400938526051595,0.001690487217564303
-0.011769186982368477,-0.02109455435762757,-0.005910242295011099,-0.01617999108784526,-0.006201910362038699,-0.0150800107900934,-0.004553829824698838,-0.006150471607825931,0.004890668093269388,-0.01089112713542531
0.0007056262365163135,0.005629162904405344,0.007184301950268789,0.01015870253232138,0.014734263913303814,-0.00968805046248747,0.01369107924166569,0.026110476737397872,0.013747159754442505,0.017583092230952883
-0.01707633010996952,-0.02629261423056574,-0.032562499066894054,0.007344541426242295,-0.000413233059634129,-0.009113482319891508,-0.0074569278595452565,-0.026373127024105974,0.022925100889690686,-0.008540300115309788
0.0028881043365854065,0.008697825227112516,0.007688695430578849,0.004177039047545621,-0.00777355576918459,0.009499907130228634,0.016849989428322356,0.01969183364020822,0.024410277535358224,-0.0008764524114820609
-0.02398233546661594,-0.02921723064528167,-0.02519586218770399,-0.0021360254222894,-0.03323967062633653,0.01243216753931496,-0.016900551527728774,-0.025062534733767867,-0.03197690462961603,-0.024549567031111406
0.005006227911094296,-0.018522850934819122,-0.029407151791851126,-0.022714130847671616,-0.012869539970208146,0.01908775578773654,-0.012634060386422672,-0.03227443435269038,-0.015449959607160554,-0.011679405708148103
-0.03696125658628396,0.0029888870829407033,0.0008491936681710963,0.009048766501493978,0.023398237643407486,0.02040885822215965,-0.0004433191163756408,-0.011604016848517045,0.037909321077803905,0.0022782054756503977
0.004291645181791916,0.011163973778197108,0.012090906022703959,0.004084725403488367,-0.0015953033976919828,-0.003965890410640218,0.005800427740117778,0.001105114396538549,-0.002676183807231802,0.006832498861158071
-0.002473081568057066,0.013666176739734524,-0.022195667058115355,0.013016017877074529,0.016085795956824148,-0.0334530573279049,-0.0012383743373025828,-0.002519741665335339,-0.01760751081572739,-0.00269188722139081
-0.01609774589367818,0.011208176978895534,0.007630544044188497,0.012861169949143767,0.007919243415794959,-0.019570771274280505,-0.005000454407556882,0.005483028842607998,-0.017708066231610316,0.0035299643418392817
-0.004724966952316663,-0.006604049224341959,0.0030511106351858272,0.002857317449285543,-0.006164811049849326,0.017555458983884577,-0.010941586358792206,0.005191598520636703,0.005770258793010693,-0.0037626017450992717
-0.002823293562006041,-0.030126062505417585,-0.010638281549059065,-0.012133253998945121,-0.01610811391816075,0.007658010387072548,-0.017398967955278278,-0.03261127476933733,-0.03505425891234823,-0.007862976858890187
-0.02165124413411693,0.00234494091949554,-0.028731728669797355,0.01301676663509207,-0.0022470017515901393,-0.0063796676941878655,-0.010022744022086685,-0.0018557557589701913,-0.006890709939714244,0.0009728537169704564
-0.0005287019631142715,-0.005224687552805731,-0.009156421317776891,-0.0035395154045301832,0.0006663533698062749,-0.03167821696774278,-0.014360304483408866,0.005175545406162998,-0.0015797792616271341,-0.004309587366136644
0.006014382937923941,0.01848422071155215,0.00941422795123535,-0.00029888247594124674,0.00968914413994219,-0.009027966905267162,0.011889081303557581,-0.010366426413148985,0.024483324017204485,0.011439760766165728
0.005668576265290279,0.012500810122166545,0.02059707810416522,0.013433438488839163,-0.01929260063474808,-0.018957580263447887,-0.002108734332935981,0.004299429980273405,0.010731105821250845,-0.001032348491282624
-0.006280357024854182,-0.030792299103021,-0.028836065047143932,-0.026982870939136733,-0.02279049131526422,-0.03456437504794717,-0.02185809105972348,-0.0042249044794733515,-0.02927367934510786,0.001429580392908767
0.008931106230196098,0.006554961103682448,-0.003342227804094425,0.009998091930617362,-0.004444063271867069,0.004424238946620747,0.023197802756763305,0.002546282651114433,0.01931979097656081,-0.001058348817379906
-0.002250922184961929,0.007379163778620385,-0.01062051427975645,0.01661879441070742,0.005917346211776732,-0.011906136615064617,0.002082406447736356,0.008864902139258156,0.005386279895985357,-0.011608841579257758
-0.013583335591985563,-0.01122536057998899,-0.009325146865566947,0.0020317023305615246,-0.00234884935539572,-0.02686764382331119,-0.0022811368352674516,0.0012723607169009804,0.0018052776353709445,0.001184169197486861
0.015257283998781183,0.012728068181508173,0.007884726658913016,-0.012735822476368152,0.009420099823930099,0.007827130279159364,0.007213894339524218,-0.009517301613360361,-0.008970854657798344,0.011222545109192204
0.005056234897807682,0.020468530216041725,0.014395962652187422,0.007995979632526861,0.01830228485095888,-0.0014497173336457943,0.009183463000332844,0.005134559829463822,0.003915285130963129,0.006779519480016369
0.008247282672131307,0.010773783433596248,0.0245832880962678,-0.0024159503029598166,0.004299351385091213,-0.0008508409963497545,0.01918172418787848,0.012488725784777633,0.02334788345147778,-0.0007110865414687054
-0.0003328367492977503,-0.005545830840691369,-0.010017292198481834,0.005544060940458118,-0.011684825425927822,0.018072670577146087,0.011753827477985476,-0.012766419138934455,-0.013666945267690534,0.002022672455365523
0.02103495193988996,-0.00777319404646715,-0.00766954400522239,-0.004820627269578365,-0.017865585129462087,-0.017363584624873026,-0.010391795706699044,-0.012483610321748682,-0.003022885255115935,-0.000729085164161241
0.023956997792719963,-0.0017311745579224513,0.014041772599731444,0.00045327794259251536,0.0018353419912436784,0.013748145151604663,-0.006188888497486773,0.008702886424276602,0.005739030790781086,0.005809656618109074
