0,1,2,3,4,5,6,7,8,9
0.19308430518240005,0.41258080059041347,0.389177472506873,0.3002682171146623,0.27596820115937254,0.1806596099894993,0.3551139745831535,0.3101251805157472,0.2835712513940089,0.3733401490280892
0.5822554984693501,-0.07040973661421612,-0.08524342082754231,-0.2758222726714777,0.06192092864465257,0.6758231475189109,-0.06794407168383426,-0.30493136599862325,0.10932462653774228,-0.05053810102406598
0.7207302486057731,0.040576881900823314,0.04296317724855392,-0.1817178206294228,-0.067882404163905,-0.6290359634917883,0.06979306016228679,0.018251137163035232,-0.1747142345368784,0.08950263292656241
-0.1543297196491984,0.03624731509066936,-0.12372281377404498,-0.3566776600695201,0.8723785480478035,-0.16252627236877223,0.11847287985219569,-0.16025583757944276,-0.04108675655238897,-0.05896764650250355
-0.04966733724301506,0.021000172273800646,-0.030473275294242805,-0.03489683487816937,-0.12429692124292228,-0.2852862586361322,0.0325815942997839,-0.41174110754671184,0.8518234244128641,-0.043730063772511284
0.172882361929505,-0.07788170092624447,-0.04818312741940629,0.7905060853817911,0.24166311497378848,-0.060981243394379464,-0.053564416118879465,-0.46042528712084496,-0.17193671980863082,-0.17401736782049376
-0.19579583361607789,0.1592511680281487,0.2831130829861535,-0.1772685296110152,-0.2548815210524855,0.03717169605721981,0.5707620068239807,-0.5609616903005628,-0.32441704518132053,0.11263159986122506
0.09846101209047833,-0.18018986851057223,-0.18246320372498975,0.062432185188381104,-0.040100146203985075,0.03748870251326388,0.6457370448983077,0.2958315127727215,0.09860621026528776,-0.6351513343883404
0.00642948688225442,0.22513521506261905,0.6928596567094837,-0.1098354253396392,0.0414713152116517,-0.021190519784745926,-0.3118104183954098,-0.006876091249245785,-0.008032688624524803,-0.5980368067523583
-0.000398562537537794,0.8407362522871497,-0.47683404682253366,0.004166779884162544,-0.11050670296991777,0.013453946438524711,-0.08042841601422657,-0.03256423997303526,-0.07226877687360245,-0.20156797602760973
