PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-0.2808095377407084,-1.3794774833275651,0.08991320183014183,1.3818184732432595,0.3580973161000779,-0.20792269952020015,0.9696205619914487,-0.7058274907608264,0.2708554392401736,-0.06110694141859934
-1.63722907612449,-1.5087945390858635,0.5504324230397376,1.0193348107488063,-1.9601083000417816,-0.4558505832946044,0.2701564361750804,0.4836989952383957,0.6656837190910914,-0.3527706676794142
-0.2827202517632657,0.3344935789625973,0.6311005462710182,0.2401314272584482,0.18139774877176604,-0.4849473321932505,0.2117341877816601,0.8024641627116214,0.10124653376784452,-0.23863356259715918
-0.7095076566078835,1.325439362402744,-1.520568179536374,0.19643427019208304,0.429754890265592,-0.47794434436966193,0.2897323057645854,0.6086259186218153,0.09305305540867734,-0.3462693457065198
2.735695634519964,0.25095255203204414,-2.4928480437412768,0.32866612532425443,0.3524409185441685,-0.5745745415583964,0.02740754829257055,1.029468492572015,-0.1346163340712074,0.41558797792227103
0.930249848268844,-0.8606946710331248,0.2884851860038604,-0.19925607722922195,-0.5893384685814403,-0.060807784640443625,-1.3264986353604005,0.9240110453060106,-0.8271390814556422,0.5192818039468725
-2.189676993644171,-0.24889233219031226,0.027929764711472304,0.39608434167777823,0.7724896568256823,-0.84075689988681,-0.086445046519309,0.5244552735734536,0.43149898389887614,-0.6116430704001712
2.551636566611391,-1.0870942430834634,0.36562255972232144,0.44574573535856493,-0.0823024599659719,-0.4397615097761823,-0.5789104389959703,0.07830924080981437,-1.113960726641715,-0.6293668698364432
-2.3724355213893764,-0.06423804379418327,-1.0905977049678626,0.39881057624582156,2.040739574632339,1.1860741277396813,-0.7224699192639128,0.36520368575023826,-1.0507990918532821,-0.188218678021931
1.678431139513459,-0.028714339606113293,-0.23082518578857147,-0.843065308150674,0.646943442354251,-0.8870363084040858,-0.04715064704891069,1.4728086387517805,-0.028770060164714804,0.04139127465169526
-4.874897411266656,0.24258594849409676,-1.4564138011246488,-1.521581601755144,-0.7067460316911804,0.6816460226107279,0.60790427587106,0.5779019388750499,0.4676212548870421,0.36390102228461113
-3.592473271955115,2.2748153649868046,-0.12494900877380369,0.10792938917523476,-0.03499308695372303,-0.2222802363948979,0.49771467899997446,-0.09961708162244093,-0.2396751686799173,0.5062084881243167
0.9152021466754137,-0.28124685140797007,-2.9945230404996983,1.4741783208091783,1.7474722077921245,0.3527539003511257,-0.3452919260767121,-0.4090819016062897,-0.08262222432314455,-0.2286123513453864
0.987196712980534,-0.25077456411181603,0.5346717772427151,-0.27439931855503724,-0.1631250051831654,-0.014813119548078216,0.6000922144404212,-0.2965063688892059,0.07956333622493325,0.04865147956912932
-0.4786361748825193,-1.4504142975489556,0.9109376481367041,1.2639846471334317,-0.45091702235160447,1.4541923091964248,-0.47001034108731027,0.021134096742443424,-0.5553162819955788,1.347583571653849
0.24591035291992996,-1.818380344887722,-0.034803226852655876,0.3617786903003761,-0.8537445770022375,0.6928448918464432,-0.013204425813414225,-0.8051504286627285,0.36088011956971444,0.29901820460290934
-0.42923827181331164,0.4413793456294186,-0.9229003082446694,-0.7751535454113401,-0.10125681384781565,-0.1705253669670591,-0.755371723312088,-0.15051971519855487,0.5390808181659893,-0.23897935688285085
-3.7850901224196036,1.1512903810479531,-0.02391975185933467,-0.42550279052345596,-0.897533961247656,0.5128694803702023,0.8905934673980975,-0.8433720455250255,0.2174157968083285,-0.5787836391406896
-1.2238207586569687,-1.121143513373663,-0.9830120440352158,-0.0919410190397734,-0.15034088762151507,0.7391651079571382,-0.6817496124346741,-0.4717550268073089,-1.0737755735443664,1.0736492038340975
-1.37864173859647,-0.955642127250717,1.0015453929148603,0.3201052354027228,0.2334169486324891,-0.12193965637810325,-1.1840543255171627,-0.35648357287184423,0.30259916556788163,0.16585109015768174
1.8066003958965065,0.10336094957912757,0.5908973239914784,0.7373697048327565,1.4961351087179353,-0.13911138359783923,0.6929156759319706,-0.41032544496242923,-0.3195070238118195,0.16981719035056264
0.6950442464717211,-0.9650986569997896,0.8198273893154023,-1.745733214671216,0.7879008250617496,0.2530526336523101,0.04811733221683127,-0.1272743271996931,1.0445272227298634,0.16178223769178715
-4.316690264181961,-0.6275407222477439,1.459885145973525,-0.2970182727745724,-0.6139599893668751,-1.446432327117715,-0.37257186602080744,-1.0981458157908457,-0.8831522421433348,-0.30129732522278124
1.3699630504476845,0.2323393539329716,0.1571072087623299,-0.47826256504777476,0.8854906244135964,0.20238612214796134,0.5340438431516674,1.6973443590850874,-0.721435464132738,0.24408875010187608
0.10113516549748015,-0.8754849229423427,-0.07224571451933609,0.1248608903639859,0.188055271385102,1.010366585205979,-0.9282679630199245,1.1815263671580944,0.21410284380480532,0.8266741246655349
